item,weather,snow_depth,max_capacity,labels
12-27-18_panel_6,Clear,3,0.101828125,snow_cover
12-27-18_panel_7,Clear,3,0.2520734375,snow_cover
12-27-18_panel_8,Clear,3,0.21840312499999998,snow_cover
12-27-18_panel_9,Clear,3,0.1140625,snow_cover
12-27-18_panel_1,Clear,3,0.07573125,snow_cover
1-25-18_panel_1,Clear,5,0.5953906250000001,snow_cover
1-25-18_panel_2,Clear,5,0.5258999999999999,snow_cover
1-25-18_panel_3,Clear,5,0.64896875,normal
1-25-18_panel_4,Clear,5,0.60823125,normal
1-25-18_panel_5,Clear,5,0.589015625,snow_cover
1-25-18_panel_6,Clear,5,0.5971593749999999,snow_cover
1-25-18_panel_7,Clear,5,0.648875,normal
1-25-18_panel_8,Clear,5,0.6620187499999999,normal
1-25-18_panel_9,Clear,5,0.62886875,normal
1-25-18_panel_1,Clear,5,0.5901,snow_cover
12-10-18_panel_1,Partly Cloudy,10,0.120553125,snow_cover
12-10-18_panel_2,Partly Cloudy,10,0.2789375,snow_cover
12-10-18_panel_3,Partly Cloudy,10,0.1065625,snow_cover
12-10-18_panel_4,Partly Cloudy,10,0.14315937500000003,snow_cover
12-10-18_panel_5,Partly Cloudy,10,0.250228125,snow_cover
12-10-18_panel_6,Partly Cloudy,10,0.21400000000000002,snow_cover
12-10-18_panel_7,Partly Cloudy,10,0.157271875,snow_cover
12-10-18_panel_8,Partly Cloudy,10,0.2,snow_cover
12-10-18_panel_9,Partly Cloudy,10,0.16649375,snow_cover
