contact_1,contact_2,open_1,open_2
,,0,90.15
,,0,90.01
,,0,90.01
,,0,89.55
,,0,90.41
,,0,90.28
,,0,90.54
,,0,90.15
,,0,90.15
,,0,89.81
,,0,90.01
,,0,89.68
,,0,90.01
,,0,90.15
,,0,89.88
,,0,90.15
,,0,90.28
,,0,90.01
,,0,90.01
,,0,90.01
,,0,90.01
,,0,89.88
,,0,89.88
,,0,90.28
,,0,90.41
,,0,90.28
,,0,90.15
,,0,89.88
,,0,89.95
,,0,90.15
,,0,89.88
,,0,90.15
,,0,90.01
,,0,90.15
,,0,89.75
,,0,90.15
,,0,89.75
,,0,90.15
,,0,90.01
,,0,89.88
,,0,89.62
,,0,89.88
,,0,89.49
,,0,89.49
,,0,89.62
,,1.42,89.42
,,3.89,89.62
,,7.67,89.75
,,24.29,89.75
,,86.71,89.42
,,77.44,89.42
,,66.45,89.88
,,57.68,89.75
,,51.33,90.01
,,46.2,89.75
,,41.94,89.49
,,38.61,89.49
,,35.79,90.01
,,33.16,89.62
,,30.87,90.01
,,29.01,89.55
,,27.57,89.62
,,25.97,89.75
,,24.64,89.49
,,23.44,89.75
,,22.27,89.36
,,21.22,89.36
,,20.42,89.62
,,19.63,89.36
,,18.71,89.29
,,18.18,89.36
,,17.52,89.49
,,16.86,89.36
,,16.86,89.49
,,18.05,89.36
,,19.5,89.36
,,21.2,89.49
,,23.18,89.75
,,25.69,89.75
,,28.88,89.88
,,32.85,89.62
,,38.35,89.36
,,45.97,89.22
,,56.92,89.49
,,74.41,89.36
,,84.34,89.49
,,84.26,89.09
,,84.19,89.22
,,84.52,89.62
,,84.45,89.62
,,84.59,89.62
,,84.51,89.62
,,84.44,86.39
,,84.58,89.36
,,84.31,89.62
,,84.64,89.36
,,84.43,89.36
,,84.7,89.75
,,84.57,86.79
,,84.63,89.49
,,84.63,89.09
,,84.69,89.49
,,84.56,89.49
,,84.69,88.96
